Frame:612 FPS:20.7486 iou:0.642152
Frame:613 FPS:20.9903 iou:0.651739
Frame:614 FPS:19.8577 iou:0.65431
Frame:615 FPS:20.3752 iou:0.655138
Frame:616 FPS:21.9425 iou:0.648313
Frame:617 FPS:20.1718 iou:0.66247
Frame:618 FPS:20.6486 iou:0.670655
Frame:619 FPS:21.7091 iou:0.66692
Frame:620 FPS:19.6113 iou:0.651235
Frame:621 FPS:20.3958 iou:0.645589
Frame:622 FPS:21.1478 iou:0.639673
Frame:623 FPS:20.2459 iou:0.63989
Frame:624 FPS:20.5149 iou:0.648297
Frame:625 FPS:20.6944 iou:0.644325
Frame:626 FPS:18.4056 iou:0.65575
Frame:627 FPS:17.3283 iou:0.655624
Frame:628 FPS:17.664 iou:0.651955
Frame:629 FPS:19.2875 iou:0.655712
Frame:630 FPS:19.6539 iou:0.648046
Frame:631 FPS:20.757 iou:0.643039
Frame:632 FPS:17.4855 iou:0.628319
Frame:633 FPS:19.5557 iou:0.615454
Frame:634 FPS:19.2281 iou:0.60625
Frame:635 FPS:18.3277 iou:0.611296
Frame:636 FPS:19.1256 iou:0.595023
Frame:637 FPS:20.7114 iou:0.603792
Frame:638 FPS:19.0612 iou:0.604701
Frame:639 FPS:20.1796 iou:0.60757
Frame:640 FPS:21.4692 iou:0.602915
Frame:641 FPS:16.4008 iou:0.599551
Frame:642 FPS:15.8547 iou:0.596572
Frame:643 FPS:15.7025 iou:0.603949
Frame:644 FPS:16.923 iou:0.605229
Frame:645 FPS:17.8258 iou:0.609475
Frame:646 FPS:17.4394 iou:0.61036
Frame:647 FPS:19.3728 iou:0.598434
Frame:648 FPS:21.0537 iou:0.604726
Frame:649 FPS:19.4304 iou:0.601791
Frame:650 FPS:20.1142 iou:0.601961
Frame:651 FPS:21.018 iou:0.591508
Frame:652 FPS:16.2961 iou:0.589867
Frame:653 FPS:16.9529 iou:0.590818
Frame:654 FPS:18.3187 iou:0.602641
Frame:655 FPS:18.9595 iou:0.609804
Frame:656 FPS:18.2276 iou:0.608482
Frame:657 FPS:20.5167 iou:0.611199
Frame:658 FPS:19.0327 iou:0.598566
Frame:659 FPS:20.1108 iou:0.610196
Frame:660 FPS:20.6472 iou:0.600296
Frame:661 FPS:20.775 iou:0.585156
Frame:662 FPS:20.7934 iou:0.591231
Frame:663 FPS:20.4517 iou:0.60045
Frame:664 FPS:18.2453 iou:0.590735
Frame:665 FPS:20.5044 iou:0.585588
Frame:666 FPS:18.4194 iou:0.568612
Frame:667 FPS:19.8696 iou:0.576319
Frame:668 FPS:20.8071 iou:0.576307
Frame:669 FPS:18.052 iou:0.575093
Frame:670 FPS:19.5107 iou:0.573279
Frame:671 FPS:20.2869 iou:0.584782
Frame:672 FPS:17.6187 iou:0.581548
Frame:673 FPS:20.1463 iou:0.588184
Frame:674 FPS:20.9092 iou:0.589661
Frame:675 FPS:15.572 iou:0.589426
Frame:676 FPS:20.0846 iou:0.585901
Frame:677 FPS:21.6215 iou:0.586381
Frame:678 FPS:16.2414 iou:0.578883
Frame:679 FPS:17.4353 iou:0.591373
Frame:680 FPS:15.5619 iou:0.597727
Frame:681 FPS:14.9405 iou:0.604473
Frame:682 FPS:16.5315 iou:0.593598
Frame:683 FPS:15.3578 iou:0.58821
Frame:684 FPS:17.9385 iou:0.588622
Frame:685 FPS:17.2893 iou:0.589691
Frame:686 FPS:19.7101 iou:0.59034
Frame:687 FPS:18.2771 iou:0.59275
Frame:688 FPS:11.8991 iou:0.596824
Frame:689 FPS:11.8322 iou:0.584358
Frame:690 FPS:13.4077 iou:0.583251
Frame:691 FPS:16.7342 iou:0.583706
Frame:692 FPS:16.3442 iou:0.585814
Frame:693 FPS:14.7783 iou:0.599313
Frame:694 FPS:14.4503 iou:0.594109
Frame:695 FPS:13.2872 iou:0.590698
Frame:696 FPS:9.39139 iou:0.595303
Frame:697 FPS:11.0035 iou:0.603853
Frame:698 FPS:10.389 iou:0.603098
Frame:699 FPS:11.1049 iou:0.588069
Frame:700 FPS:12.7131 iou:0.600849
Frame:701 FPS:16.8181 iou:0.600073
Frame:702 FPS:16.2958 iou:0.599918
Frame:703 FPS:19.4886 iou:0.589597
Frame:704 FPS:20.9417 iou:0.591182
Frame:705 FPS:19.0243 iou:0.584561
Frame:706 FPS:20.1874 iou:0.579759
Frame:707 FPS:21.8673 iou:0.581533
Frame:708 FPS:19.9129 iou:0.586244
Frame:709 FPS:15.6964 iou:0.586964
Frame:710 FPS:15.61 iou:0.578074
Frame:711 FPS:19.2047 iou:0.588096
Frame:712 FPS:20.5098 iou:0.591661
Frame:713 FPS:18.7146 iou:0.600431
Frame:714 FPS:20.8732 iou:0.606923
Frame:715 FPS:20.4418 iou:0.607637
Frame:716 FPS:19.5858 iou:0.606201
Frame:717 FPS:20.617 iou:0.60646
Frame:718 FPS:21.0012 iou:0.608102
Frame:719 FPS:20.6194 iou:0.608024
Frame:720 FPS:21.4117 iou:0.610112
Frame:721 FPS:21.5737 iou:0.610032
Frame:722 FPS:19.9686 iou:0.61469
Frame:723 FPS:20.876 iou:0.609749
Frame:724 FPS:21.2795 iou:0.603334
Frame:725 FPS:18.8018 iou:0.611905
Frame:726 FPS:19.5024 iou:0.608434
Frame:727 FPS:20.1921 iou:0.611515
Frame:728 FPS:19.23 iou:0.616934
Frame:729 FPS:19.3688 iou:0.615031
Frame:730 FPS:19.4967 iou:0.611468
Frame:731 FPS:18.3927 iou:0.606065
Frame:732 FPS:17.8312 iou:0.616479
Frame:733 FPS:20.2098 iou:0.614934
Frame:734 FPS:17.5245 iou:0.614557
Frame:735 FPS:18.6296 iou:0.614147
Frame:736 FPS:20.6742 iou:0.614809
Frame:737 FPS:19.6622 iou:0.616688
Frame:738 FPS:20.1218 iou:0.619772
Frame:739 FPS:20.0055 iou:0.623357
Frame:740 FPS:19.0928 iou:0.616453
Frame:741 FPS:18.7091 iou:0.613973
Frame:742 FPS:19.8694 iou:0.623755
Frame:743 FPS:17.8036 iou:0.618722
Frame:744 FPS:18.6138 iou:0.61989
Frame:745 FPS:19.2345 iou:0.633171
Frame:746 FPS:17.5577 iou:0.619995
Frame:747 FPS:19.5744 iou:0.633423
Frame:748 FPS:19.6167 iou:0.634156
Frame:749 FPS:18.6437 iou:0.635668
Frame:750 FPS:18.9829 iou:0.63812
Frame:751 FPS:20.1122 iou:0.63358
Frame:752 FPS:18.4941 iou:0.6247
Frame:753 FPS:19.29 iou:0.632687
Frame:754 FPS:20.1911 iou:0.63667
Frame:755 FPS:19.6704 iou:0.633428
Frame:756 FPS:19.9701 iou:0.635744
Frame:757 FPS:20.6513 iou:0.642188
Frame:758 FPS:19.5222 iou:0.642278
Frame:759 FPS:19.7576 iou:0.64186
Frame:760 FPS:18.9892 iou:0.630993
Frame:761 FPS:19.2252 iou:0.633585
Frame:762 FPS:19.8188 iou:0.622887
Frame:763 FPS:20.3668 iou:0.615377
Frame:764 FPS:19.6163 iou:0.61209
Frame:765 FPS:20.6909 iou:0.596922
Frame:766 FPS:21.0227 iou:0.600335
Frame:767 FPS:19.8655 iou:0.600427
Frame:768 FPS:21.6361 iou:0.597521
Frame:769 FPS:21.3659 iou:0.598037
Frame:770 FPS:20.1699 iou:0.601353
Frame:771 FPS:20.9425 iou:0.603982
Frame:772 FPS:20.8015 iou:0.598408
Frame:773 FPS:19.6668 iou:0.601487
Frame:774 FPS:20.7136 iou:0.608036
Frame:775 FPS:22.0638 iou:0.605894
Frame:776 FPS:19.9883 iou:0.605391
Frame:777 FPS:19.7378 iou:0.606354
Frame:778 FPS:19.1929 iou:0.594884
Frame:779 FPS:19.8823 iou:0.607462
Frame:780 FPS:19.8901 iou:0.609313
Frame:781 FPS:19.8654 iou:0.600921
Frame:782 FPS:18.2865 iou:0.615704
Frame:783 FPS:20.3229 iou:0.610085
Frame:784 FPS:20.7136 iou:0.614616
Frame:785 FPS:20.1294 iou:0.618273
Frame:786 FPS:20.5929 iou:0.614246
Frame:787 FPS:20.5558 iou:0.621043
Frame:788 FPS:19.8211 iou:0.613428
Frame:789 FPS:19.9425 iou:0.620372
Frame:790 FPS:20.1142 iou:0.616749
Frame:791 FPS:19.2016 iou:0.622915
Frame:792 FPS:19.6977 iou:0.620531
Frame:793 FPS:20.3484 iou:0.619098
Frame:794 FPS:19.5587 iou:0.618079
Frame:795 FPS:19.2149 iou:0.617203
Frame:796 FPS:20.0028 iou:0.616456
Frame:797 FPS:18.5107 iou:0.624726
Frame:798 FPS:18.767 iou:0.624991
Frame:799 FPS:19.0776 iou:0.62504
Frame:800 FPS:19.2808 iou:0.625835
Frame:801 FPS:20.3487 iou:0.628719
Frame:802 FPS:21.2348 iou:0.623509
Frame:803 FPS:19.4512 iou:0.626828
Frame:804 FPS:19.3029 iou:0.617684
Frame:805 FPS:20.4424 iou:0.62599
Frame:806 FPS:19.6449 iou:0.63011
Frame:807 FPS:20.5907 iou:0.627497
Frame:808 FPS:20.6539 iou:0.634247
Frame:809 FPS:19.4853 iou:0.634488
Frame:810 FPS:19.8827 iou:0.633648
Frame:811 FPS:20.1506 iou:0.621897
Frame:812 FPS:19.3572 iou:0.611858
Frame:813 FPS:20.3961 iou:0.61365
Frame:814 FPS:19.171 iou:0.614326
Frame:815 FPS:19.4944 iou:0.616706
Frame:816 FPS:19.0149 iou:0.608252
Frame:817 FPS:19.3305 iou:0.613807
Frame:818 FPS:18.3604 iou:0.605433
Frame:819 FPS:19.8104 iou:0.612131
Frame:820 FPS:18.1442 iou:0.614862
Frame:821 FPS:17.8258 iou:0.61973
Frame:822 FPS:15.8448 iou:0.617361
Frame:823 FPS:19.1375 iou:0.616135
Frame:824 FPS:18.3053 iou:0.623684
Frame:825 FPS:18.6915 iou:0.611292
Frame:826 FPS:20.2069 iou:0.623109
Frame:827 FPS:18.8214 iou:0.613059
Frame:828 FPS:18.6485 iou:0.625168
Frame:829 FPS:20.6944 iou:0.626844
Frame:830 FPS:18.9651 iou:0.6051
Frame:831 FPS:20.4941 iou:0.612765
Frame:832 FPS:20.8267 iou:0.611095
Frame:833 FPS:18.4814 iou:0.61415
Frame:834 FPS:19.0156 iou:0.61747
Frame:835 FPS:19.483 iou:0.626241
Frame:836 FPS:18.3547 iou:0.605895
Frame:837 FPS:19.4384 iou:0.6067
Frame:838 FPS:20.5277 iou:0.61321
Frame:839 FPS:19.2471 iou:0.619928
Frame:840 FPS:18.6622 iou:0.617937
Frame:841 FPS:18.4829 iou:0.629028
Frame:842 FPS:19.5579 iou:0.618917
Frame:843 FPS:19.1797 iou:0.619923
Frame:844 FPS:20.5074 iou:0.606159
Frame:845 FPS:19.4129 iou:0.588529
Frame:846 FPS:19.9914 iou:0.576769
Frame:847 FPS:21.4823 iou:0.573955
Frame:848 FPS:19.3488 iou:0.578578
Frame:849 FPS:19.5722 iou:0.566624
Frame:850 FPS:19.0143 iou:0.565466
Frame:851 FPS:18.8221 iou:0.564514
Frame:852 FPS:19.3534 iou:0.564407
Frame:853 FPS:19.2823 iou:0.558743
Frame:854 FPS:20.0925 iou:0.562552
Frame:855 FPS:19.9448 iou:0.557117
Frame:856 FPS:19.3648 iou:0.555727
Frame:857 FPS:19.375 iou:0.548598
Frame:858 FPS:19.9248 iou:0.559911
Frame:859 FPS:19.6595 iou:0.560513
Frame:860 FPS:20.055 iou:0.562175
Frame:861 FPS:19.0701 iou:0.563835
Frame:862 FPS:19.5141 iou:0.564167
Frame:863 FPS:19.6952 iou:0.555831
Frame:864 FPS:19.3751 iou:0.564225
Frame:865 FPS:19.4178 iou:0.557717
Frame:866 FPS:19.4508 iou:0.554633
Frame:867 FPS:19.185 iou:0.537118
Frame:868 FPS:18.2345 iou:0.545418
Frame:869 FPS:16.3128 iou:0.548571
Frame:870 FPS:19.4815 iou:0.545296
Frame:871 FPS:18.9133 iou:0.536766
Frame:872 FPS:18.9536 iou:0.545403
Frame:873 FPS:18.2373 iou:0.537868
Frame:874 FPS:18.678 iou:0.548686
Frame:875 FPS:17.9209 iou:0.547054
Frame:876 FPS:17.1505 iou:0.534086
Frame:877 FPS:18.8001 iou:0.549742
Frame:878 FPS:19.1812 iou:0.546125
Frame:879 FPS:18.4328 iou:0.53761
Frame:880 FPS:17.8903 iou:0.545615
Frame:881 FPS:15.876 iou:0.548123
Frame:882 FPS:15.6861 iou:0.546243
Frame:883 FPS:15.8928 iou:0.539219
Frame:884 FPS:16.1104 iou:0.549562
Frame:885 FPS:15.5738 iou:0.548752
Frame:886 FPS:16.5632 iou:0.546803
Frame:887 FPS:18.0732 iou:0.549578
Frame:888 FPS:19.9511 iou:0.537021
Frame:889 FPS:19.9162 iou:0.546907
Frame:890 FPS:19.3923 iou:0.551185
Frame:891 FPS:18.4105 iou:0.549359
Frame:892 FPS:19.8744 iou:0.53698
Frame:893 FPS:20.0143 iou:0.548501
Frame:894 FPS:18.1865 iou:0.547978
Frame:895 FPS:18.6215 iou:0.547683
Frame:896 FPS:19.3414 iou:0.546594
Frame:897 FPS:19.1565 iou:0.53902
Frame:898 FPS:19.3871 iou:0.538434
Frame:899 FPS:19.8762 iou:0.548253
Frame:900 FPS:19.5187 iou:0.546199
Frame:901 FPS:19.1472 iou:0
Frames:900 AvgPrecisionKcf:0.751111 AvgIouKcf:0.702872 SuccessRateKcf:1 AvgFpsKcf:19.3856
